Generation,Population,Slow_Count,Fast_Count,Mut_Loc,Mutation,Prod_rt ,Min 
112,popB,61,59,30,100,2.018,88
113,popB,62,58,9,88,2.017,88
114,popB,61,59,33,100,2.018,88
115,popB,61,59,8,88,2.018,88
116,popB,62,58,94,88,2.017,88
117,popB,61,59,113,100,2.018,88
118,popB,62,58,41,88,2.017,88
119,popB,62,58,21,100,2.017,88
120,popB,63,57,53,88,2.016,88
121,popB,64,56,79,88,2.016,88
122,popB,63,57,64,100,2.017,88
123,popB,63,57,13,88,2.017,88
124,popB,62,58,9,100,2.017,88
125,popB,61,59,58,100,2.018,88
126,popB,61,59,96,100,2.018,88
127,popB,60,60,38,100,2.019,88
128,popB,60,60,83,88,2.019,88
129,popB,60,60,103,100,2.019,88
130,popB,59,61,104,100,2.02,88
131,popB,58,62,47,100,2.021,88
132,popB,57,63,27,100,2.021,88
133,popB,56,64,119,100,2.021,88
134,popB,56,64,108,100,2.021,88
135,popB,56,64,92,88,2.021,88
136,popB,57,63,9,88,2.021,88
137,popB,57,63,58,100,2.021,88
138,popB,57,63,10,88,2.021,88
139,popB,57,63,6,100,2.021,88
140,popB,57,63,7,100,2.021,88
141,popB,56,64,110,100,2.021,88
142,popB,55,65,28,100,2.021,88
143,popB,56,64,80,88,2.021,88
144,popB,55,65,107,100,2.021,88
145,popB,54,66,13,100,2.021,88
146,popB,54,66,71,100,2.021,88
147,popB,53,67,109,100,2.021,88
148,popB,53,67,34,88,2.021,88
149,popB,54,66,37,88,2.021,88
150,popB,55,65,102,88,2.021,88
151,popB,54,66,10,100,2.049,88
152,popB,54,66,85,88,2.049,88
153,popB,54,66,104,100,2.049,88
154,popB,54,66,59,100,2.049,88
155,popB,55,65,71,88,2.053,88
156,popA,55,65,0,0,2.053,88
157,popB,54,66,15,100,2.001,88
158,popB,53,67,22,100,2.043,88
159,popB,52,68,78,100,2.019,88
160,popB,51,69,14,100,2.021,88
161,popB,51,69,105,100,2.021,88
162,popB,50,70,44,100,2.021,88
163,popB,49,71,93,100,2.021,88
164,popB,48,72,19,100,2.021,88
165,popB,49,71,25,88,2.021,88
166,popB,50,70,49,88,2.021,88
167,popB,50,70,79,88,2.021,88
168,popB,50,70,104,100,2.021,88
169,popB,51,69,68,88,2.019,88
170,popB,50,70,43,100,2.021,88
171,popB,50,70,86,100,2.021,88
172,popB,50,70,93,100,2.021,88
173,popB,51,69,47,88,2.019,88
174,popB,51,69,104,100,2.019,88
175,popB,52,68,116,88,2.019,88
176,popB,52,68,65,88,2.019,88
177,popB,51,69,56,100,2.019,88
178,popB,51,69,13,100,2.019,88
179,popB,51,69,19,100,2.019,88
180,popB,50,70,83,100,2.022,88
181,popB,50,70,112,100,2.022,88
182,popB,51,69,38,88,2.019,88
183,popB,51,69,105,100,2.019,88
184,popB,50,70,100,100,2.022,88
185,popB,49,71,102,100,2.034,88
186,popB,49,71,63,100,2.034,88
187,popB,50,70,48,88,2.033,88
188,popB,49,71,48,100,2.034,88
189,popB,50,70,16,88,2.036,88
190,popB,49,71,99,100,2.036,88
191,popB,49,71,58,100,2.036,88
192,popB,48,72,76,100,2.036,88
193,popB,48,72,18,100,2.036,88
194,popB,49,71,19,88,2.036,88
195,popB,49,71,62,100,2.036,88
196,popB,50,70,29,88,2.035,88
197,popB,49,71,31,100,2.036,88
198,popB,50,70,30,88,2.049,88
199,popB,50,70,9,88,2.049,88
200,popB,49,71,25,100,2.02,88
201,popB,49,71,107,100,2.02,88
202,popB,49,71,72,88,2.02,88
203,popB,49,71,8,88,2.02,88
204,popB,50,70,58,88,2.019,88
205,popB,51,69,25,88,2.047,88
206,popB,51,69,14,100,2.047,88
207,popB,51,69,30,88,2.047,88
208,popB,51,69,102,100,2.047,88
209,popB,51,69,33,100,2.047,88
210,popB,51,69,3,100,2.047,88
211,popB,52,68,109,88,2.047,88
212,popB,52,68,57,100,2.047,88
213,popB,52,68,98,88,2.047,88
214,popB,51,69,109,100,2.047,88
215,popB,51,69,82,100,2.047,88
216,popB,50,70,2,100,2.047,88
217,popB,50,70,40,100,2.047,88
218,popB,51,69,81,88,2.047,88
219,popB,51,69,112,100,2.047,88
220,popB,51,69,55,88,2.047,88
221,popB,51,69,84,100,2.047,88
222,popB,51,69,60,100,2.047,88
223,popB,51,69,4,88,2.047,88
224,popB,51,69,110,100,2.047,88
225,popB,51,69,10,100,2.047,88
226,popB,50,70,41,100,2.048,88
227,popB,50,70,115,100,2.048,88
228,popB,50,70,23,100,2.048,88
229,popB,49,71,20,100,2.052,88
230,popB,50,70,82,88,2.048,88
231,popB,49,71,58,100,2.052,88
232,popB,50,70,11,88,2.046,88
233,popB,50,70,2,100,2.046,88
234,popB,50,70,63,100,2.046,88
235,popB,50,70,12,100,2.046,88
236,popB,49,71,42,100,2.049,88
237,popB,49,71,66,88,2.049,88
238,popB,48,72,4,100,2.049,88
239,popB,49,71,52,88,2.047,88
240,popB,48,72,98,100,2.048,88
241,popB,47,73,29,100,2.055,88
242,popB,46,74,116,100,2.054,88
243,popB,46,74,95,88,2.054,88
244,popB,46,74,7,100,2.054,88
245,popB,45,75,79,100,2.054,88
246,popA,45,75,0,0,2.054,88
247,popB,45,75,28,100,2.054,88
248,popB,44,76,53,100,2.053,88
249,popB,44,76,85,88,2.053,88
250,popB,45,75,62,88,2.047,88
251,popB,45,75,103,100,2.047,88
252,popB,45,75,48,100,2.047,88
253,popB,45,75,36,100,2.047,88
254,popB,46,74,76,88,2.026,88
255,popB,47,73,99,88,2.027,88
256,popB,48,72,101,88,2.029,88
257,popB,49,71,112,88,2.028,88
258,popB,49,71,47,88,2.028,88
259,popB,49,71,52,88,2.028,88
260,popB,49,71,55,88,2.028,88
261,popB,50,70,15,88,2.028,88
262,popB,49,71,8,100,2.222,88
263,popB,50,70,108,88,2.224,88
264,popB,50,70,5,100,2.224,88
265,popB,51,69,21,88,2.245,88
266,popB,51,69,2,100,2.245,88
267,popB,52,68,17,88,2.245,88
268,popB,52,68,15,88,2.245,88
269,popB,52,68,40,100,2.245,88
270,popB,53,67,100,88,2.245,88
271,popB,52,68,34,100,2.239,88
272,popB,52,68,85,88,2.239,88
273,popB,51,69,85,100,2.238,88
274,popB,52,68,85,88,2.239,88
275,popB,52,68,85,88,2.239,88
276,popB,52,68,11,88,2.239,88
277,popB,52,68,85,88,2.239,88
278,popB,53,67,61,88,2.175,88
279,popB,54,66,58,88,2.174,88
280,popB,54,66,75,88,2.174,88
281,popB,55,65,5,88,2.174,88
282,popB,54,66,118,100,2.238,88
283,popB,53,67,9,100,2.239,88
284,popB,53,67,102,100,2.239,88
285,popB,53,67,15,88,2.239,88
286,popB,54,66,4,88,2.239,88
287,popB,53,67,100,100,2.238,88
288,popB,52,68,99,100,2.248,88
289,popB,52,68,27,100,2.248,88
290,popB,51,69,37,100,2.198,88
291,popB,52,68,20,88,2.199,88
292,popB,52,68,58,88,2.199,88
293,popB,51,69,82,100,2.197,88
294,popB,50,70,15,100,2.198,88
295,popB,51,69,116,88,2.235,88
296,popB,50,70,108,100,2.2,88
297,popB,50,70,61,88,2.2,88
298,popB,51,69,31,88,2.197,88
299,popB,52,68,15,88,2.196,88
300,popB,52,68,82,100,2.196,88
301,popB,53,67,29,88,2.195,88
302,popB,53,67,30,88,2.195,88
303,popB,54,66,60,88,2.197,88
304,popB,54,66,78,100,2.197,88
305,popB,53,67,88,100,2.195,88
306,popB,53,67,76,88,2.195,88
307,popB,53,67,49,88,2.195,88
308,popB,52,68,81,100,2.196,88
309,popB,51,69,39,100,2.197,88
310,popB,52,68,57,88,2.199,88
311,popB,52,68,20,88,2.199,88
312,popB,52,68,113,100,2.199,88
313,popB,53,67,23,88,2.199,88
314,popB,54,66,10,88,2.192,88
315,popB,54,66,101,88,2.192,88
316,popB,53,67,5,100,2.192,88
317,popB,53,67,69,88,2.192,88
318,popB,52,68,101,100,2.192,88
319,popB,53,67,59,88,2.192,88
320,popB,54,66,119,88,2.191,88
321,popB,55,65,105,88,2.189,88
322,popB,55,65,23,88,2.189,88
323,popB,55,65,35,100,2.189,88
324,popB,55,65,119,88,2.189,88
325,popB,54,66,26,100,2.192,88
326,popB,55,65,5,88,2.192,88
327,popB,56,64,102,88,2.189,88
328,popB,56,64,69,88,2.189,88
329,popB,56,64,92,88,2.189,88
330,popA,56,64,0,0,2.189,88
331,popB,57,63,110,88,2.189,88
332,popB,58,62,87,88,2.187,88
333,popB,58,62,16,88,2.187,88
334,popB,59,61,33,88,2.187,88
335,popB,58,62,10,100,2.228,88
336,popB,58,62,10,100,2.228,88
337,popB,58,62,96,100,2.228,88
338,popB,58,62,95,88,2.228,88
339,popB,59,61,40,88,2.228,88
340,popB,59,61,85,88,2.228,88
341,popB,59,61,20,88,2.228,88
342,popB,59,61,111,100,2.228,88
343,popB,59,61,78,100,2.228,88
344,popB,60,60,35,88,2.228,88
345,popB,60,60,46,88,2.228,88
346,popB,60,60,102,88,2.228,88
347,popB,60,60,5,88,2.228,88
348,popB,61,59,9,88,2.228,88
349,popB,61,59,53,100,2.228,88
350,popA,61,59,0,0,2.228,88
351,popB,61,59,83,100,2.228,88
352,popB,62,58,106,88,2.227,88
353,popB,62,58,93,100,2.227,88
354,popB,61,59,97,100,2.219,88
355,popB,61,59,17,88,2.219,88
356,popB,62,58,114,88,2.218,88
357,popB,61,59,89,100,2.228,88
358,popB,61,59,91,88,2.228,88
359,popB,62,58,93,88,2.195,88
360,popB,62,58,89,100,2.195,88
361,popA,62,58,0,0,2.195,88
362,popB,61,59,11,100,2.196,88
363,popB,61,59,19,88,2.196,88
364,popB,62,58,115,88,2.195,88
365,popB,63,57,86,88,2.195,88
366,popB,63,57,103,100,2.195,88
367,popB,64,56,100,88,2.078,88
368,popB,64,56,113,100,2.078,88
369,popB,65,55,88,88,2.077,88
370,popB,64,56,67,100,2.053,88
371,popB,64,56,74,88,2.053,88
372,popB,64,56,60,88,2.053,88
373,popB,65,55,18,88,2.042,88
374,popB,64,56,69,100,2.028,88
375,popB,63,57,70,100,2.021,88
376,popB,63,57,45,100,2.021,88
377,popB,63,57,41,100,2.021,88
378,popB,63,57,44,100,2.021,88
379,popB,63,57,13,100,2.021,88
380,popB,63,57,98,100,2.021,88
381,popB,63,57,117,100,2.021,88
382,popB,64,56,98,88,2.02,88
383,popB,64,56,88,88,2.02,88
384,popB,63,57,74,100,2.021,88
385,popB,62,58,21,100,2.02,88
386,popB,62,58,79,100,2.02,88
387,popB,61,59,87,100,2.001,88
388,popB,61,59,55,88,2.001,88
389,popB,61,59,49,88,2.001,88
390,popB,61,59,14,100,2.001,88
391,popB,61,59,109,100,2.001,88
392,popB,61,59,42,100,2.001,88
393,popB,61,59,99,100,2.001,88
394,popB,61,59,64,100,2.001,88
395,popB,61,59,48,100,2.001,88
396,popB,60,60,29,100,2.002,88
397,popB,61,59,8,88,2.001,88
398,popB,61,59,32,88,2.001,88
399,popB,60,60,92,100,2.02,88
400,popB,59,61,33,100,2.021,88
401,popB,60,60,104,88,2.02,88
402,popB,60,60,54,100,2.02,88
403,popB,59,61,94,100,2.021,88
404,popB,58,62,46,100,2.021,88
405,popB,58,62,1,100,2.021,88
406,popB,57,63,55,100,2.021,88
407,popB,57,63,80,88,2.021,88
408,popB,57,63,30,88,2.021,88
409,popB,58,62,74,88,2.021,88
410,popB,58,62,36,100,2.021,88
411,popB,59,61,42,88,2.021,88
412,popB,59,61,14,100,2.021,88
413,popB,60,60,97,88,2.158,88
414,popB,60,60,11,100,2.158,88
415,popB,60,60,64,100,2.158,88
416,popB,60,60,57,88,2.158,88
417,popB,60,60,22,100,2.158,88
418,popB,60,60,47,88,2.158,88
419,popB,59,61,91,100,2.159,88
420,popB,58,62,0,100,2.159,88
421,popB,58,62,117,100,2.159,88
422,popB,59,61,83,88,2.157,88
423,popB,59,61,52,88,2.157,88
424,popB,59,61,54,100,2.157,88
425,popB,59,61,95,88,2.157,88
426,popB,58,62,25,100,2.021,88
427,popB,58,62,43,100,2.021,88
428,popB,58,62,95,88,2.021,88
429,popB,58,62,58,88,2.021,88
430,popB,58,62,110,88,2.021,88
431,popB,59,61,101,88,2.025,88
432,popB,59,61,2,100,2.025,88
433,popB,58,62,102,100,2.026,88
434,popB,59,61,79,88,2.025,88
435,popB,58,62,9,100,2.026,88
436,popB,58,62,61,88,2.026,88
437,popB,57,63,20,100,2.025,88
438,popB,58,62,91,88,2.026,88
439,popB,58,62,12,100,2.026,88
440,popB,58,62,77,100,2.026,88
441,popB,59,61,43,88,2.025,88
442,popB,58,62,16,100,2.17,88
443,popB,59,61,26,88,2.169,88
444,popB,59,61,113,100,2.169,88
445,popB,59,61,39,100,2.169,88
446,popB,58,62,104,100,2.17,88
447,popB,58,62,9,100,2.17,88
448,popB,57,63,73,100,2.17,88
449,popB,57,63,26,88,2.17,88
450,popB,58,62,33,88,2.026,88
451,popB,59,61,51,88,2.025,88
452,popB,59,61,110,88,2.025,88
453,popB,59,61,98,88,2.025,88
454,popB,58,62,32,100,2.026,88
455,popB,58,62,104,100,2.026,88
456,popB,57,63,83,100,2.025,88
457,popB,58,62,77,88,2.026,88
458,popB,58,62,86,88,2.026,88
459,popB,57,63,80,100,2.025,88
460,popB,58,62,22,88,2.026,88
461,popB,58,62,54,100,2.026,88
462,popB,58,62,25,100,2.026,88
463,popB,58,62,46,100,2.026,88
464,popB,58,62,13,100,2.026,88
465,popB,59,61,27,88,2.025,88
466,popB,59,61,115,88,2.025,88
467,popB,59,61,105,88,2.025,88
468,popB,60,60,81,88,2.025,88
469,popB,61,59,37,88,2.025,88
470,popB,60,60,43,100,2.025,88
471,popB,59,61,90,100,2.025,88
472,popB,58,62,65,100,2.026,88
473,popB,58,62,30,88,2.026,88
474,popB,57,63,18,100,2.025,88
475,popB,57,63,35,88,2.025,88
476,popB,56,64,85,100,2.026,88
477,popB,56,64,116,88,2.026,88
478,popB,55,65,76,100,2.026,88
479,popB,54,66,24,100,2.025,88
480,popB,55,65,12,88,2.026,88
481,popB,55,65,0,100,2.026,88
482,popB,55,65,0,100,2.026,88
483,popB,55,65,89,100,2.026,88
484,popB,55,65,53,100,2.026,88
485,popB,55,65,16,100,2.026,88
486,popB,55,65,108,100,2.026,88
487,popB,55,65,2,100,2.026,88
488,popB,56,64,20,88,2.027,88
489,popB,57,63,87,88,2.025,88
490,popB,58,62,107,88,2.026,88
491,popB,59,61,108,88,2.165,88
492,popB,59,61,92,100,2.165,88
493,popB,59,61,109,100,2.165,88
494,popB,59,61,22,88,2.165,88
495,popB,59,61,28,100,2.165,88
496,popB,58,62,35,100,2.169,88
497,popB,58,62,16,100,2.169,88
498,popB,58,62,75,88,2.169,88
499,popB,58,62,2,100,2.169,88
500,popB,57,63,42,100,2.17,88
501,popB,56,64,74,100,2.17,88
502,popB,57,63,113,88,2.17,88
503,popB,58,62,89,88,2.17,88
504,popB,58,62,104,100,2.17,88
505,popB,58,62,116,88,2.17,88
506,popB,58,62,94,100,2.17,88
507,popB,59,61,46,88,2.169,88
508,popB,59,61,22,88,2.169,88
509,popA,59,61,0,0,2.169,88
510,popB,60,60,73,88,2.165,88
511,popB,60,60,27,88,2.165,88
512,popB,59,61,19,100,2.169,88
513,popB,59,61,50,100,2.169,88
514,popB,58,62,15,100,2.17,88
515,popB,58,62,0,100,2.17,88
516,popB,58,62,9,100,2.17,88
517,popB,57,63,113,100,2.17,88
518,popB,57,63,21,100,2.17,88
519,popB,56,64,88,100,2.171,88
520,popB,56,64,34,100,2.171,88
521,popB,56,64,111,100,2.171,88
522,popB,57,63,65,88,2.17,88
523,popB,56,64,95,100,2.137,88
524,popB,55,65,23,100,2.138,88
525,popB,55,65,82,100,2.138,88
526,popB,55,65,110,88,2.138,88
527,popB,56,64,64,88,2.136,88
528,popB,57,63,94,88,2.146,88
529,popB,58,62,92,88,2.029,88
530,popB,57,63,51,100,2.023,88
531,popB,57,63,49,88,2.023,88
532,popB,58,62,104,88,2.026,88
533,popB,57,63,31,100,2.023,88
534,popB,57,63,30,88,2.023,88
535,popB,57,63,14,100,2.023,88
536,popB,57,63,79,88,2.023,88
537,popB,57,63,10,100,2.023,88
538,popB,56,64,57,100,2.027,88
539,popB,56,64,80,100,2.027,88
540,popB,57,63,80,88,2.023,88
541,popB,57,63,80,88,2.023,88
542,popB,56,64,66,100,2.026,88
543,popB,55,65,8,100,2.027,88
544,popB,54,66,46,100,2.029,88
545,popB,53,67,89,100,2.029,88
546,popB,53,67,10,100,2.029,88
547,popB,54,66,34,88,2.034,88
548,popB,55,65,23,88,2.033,88
549,popB,55,65,49,88,2.033,88
550,popB,56,64,39,88,2.035,88
551,popB,56,64,35,100,2.035,88
552,popB,56,64,59,88,2.035,88
553,popB,56,64,9,100,2.035,88
554,popB,56,64,82,100,2.035,88
555,popB,56,64,24,100,2.035,88
556,popB,56,64,72,88,2.035,88
557,popB,56,64,86,88,2.035,88
558,popB,55,65,97,100,2.025,88
559,popB,54,66,65,100,2.024,88
560,popB,54,66,56,100,2.024,88
561,popB,54,66,70,100,2.024,88
562,popB,55,65,19,88,2.025,88
563,popB,54,66,71,100,2.046,88
564,popB,54,66,111,100,2.046,88
565,popB,53,67,94,100,2.046,88
566,popB,54,66,9,88,2.035,88
567,popB,54,66,87,88,2.035,88
568,popB,55,65,1,88,2.035,88
569,popB,56,64,117,88,2.035,88
570,popB,56,64,44,100,2.035,88
571,popB,57,63,31,88,2.036,88
572,popB,56,64,33,100,2.035,88
573,popB,57,63,63,88,2.034,88
574,popB,58,62,36,88,2.032,88
575,popB,58,62,37,88,2.032,88
576,popB,57,63,52,100,2.034,88
577,popB,57,63,114,88,2.034,88
578,popB,57,63,27,88,2.034,88
579,popB,57,63,70,100,2.034,88
580,popB,57,63,97,100,2.034,88
581,popB,57,63,16,100,2.034,88
582,popB,58,62,97,88,2.032,88
583,popB,57,63,97,100,2.034,88
584,popB,58,62,88,88,2.032,88
585,popB,57,63,119,100,2.033,88
586,popB,57,63,7,100,2.033,88
587,popB,58,62,66,88,2.032,88
588,popB,57,63,93,100,2.023,88
589,popB,58,62,28,88,2.023,88
590,popB,58,62,82,100,2.023,88
591,popB,59,61,16,88,2.023,88
592,popB,59,61,3,100,2.023,88
593,popB,60,60,97,88,2.033,88
594,popB,59,61,1,100,2.033,88
595,popB,60,60,1,88,2.033,88
596,popB,61,59,10,88,2.023,88
597,popB,62,58,0,88,2.023,88
598,popB,62,58,37,88,2.023,88
599,popB,62,58,10,88,2.023,88
600,popB,62,58,37,88,2.023,88
601,popB,62,58,27,88,2.023,88
602,popB,62,58,118,100,2.023,88
603,popB,61,59,16,100,2.022,88
604,popB,61,59,96,100,2.022,88
605,popB,62,58,94,88,2.023,88
606,popB,62,58,96,100,2.023,88
607,popB,62,58,21,100,2.023,88
608,popB,63,57,35,88,2.022,88
609,popB,62,58,107,100,2.023,88
610,popB,61,59,77,100,2.022,88
611,popB,61,59,49,88,2.022,88
612,popB,61,59,27,88,2.022,88
613,popB,61,59,100,88,2.022,88
614,popB,62,58,32,88,2.023,88
615,popB,63,57,71,88,2.023,88
616,popB,62,58,1,100,2.023,88
617,popB,63,57,90,88,2.022,88
618,popB,62,58,68,100,2.023,88
619,popB,62,58,71,88,2.023,88
620,popB,62,58,18,100,2.023,88
621,popB,62,58,75,88,2.023,88
622,popB,62,58,7,100,2.023,88
623,popB,62,58,101,88,2.023,88
624,popB,62,58,74,100,2.023,88
625,popB,62,58,64,88,2.023,88
626,popB,62,58,70,100,2.023,88
627,popB,61,59,92,100,2.023,88
628,popB,60,60,20,100,2.147,88
629,popB,59,61,116,100,2.148,88
630,popB,58,62,108,100,2.148,88
631,popB,57,63,35,100,2.149,88
632,popB,57,63,96,100,2.149,88
633,popB,56,64,94,100,2.137,88
634,popB,55,65,4,100,2.137,88
635,popB,55,65,70,100,2.137,88
636,popB,55,65,7,100,2.137,88
637,popB,54,66,115,100,2.138,88
638,popB,54,66,18,100,2.138,88
639,popB,53,67,79,100,2.139,88
640,popB,52,68,0,100,2.139,88
641,popB,53,67,96,88,2.138,88
642,popB,54,66,4,88,2.138,88
643,popB,55,65,8,88,2.137,88
644,popB,54,66,58,100,2.138,88
645,popB,54,66,15,100,2.138,88
646,popB,55,65,53,88,2.137,88
647,popB,55,65,92,100,2.137,88
648,popB,56,64,21,88,2.136,88
649,popB,56,64,2,100,2.136,88
650,popB,56,64,112,88,2.136,88
651,popB,55,65,49,100,2.137,88
652,popB,55,65,79,100,2.137,88
653,popB,55,65,44,100,2.137,88
654,popB,55,65,96,88,2.137,88
655,popB,54,66,101,100,2.13,88
656,popB,55,65,109,88,2.13,88
657,popB,55,65,81,88,2.13,88
658,popB,56,64,51,88,2.128,88
659,popB,56,64,69,100,2.128,88
660,popB,56,64,106,88,2.128,88
661,popB,57,63,52,88,2.128,88
662,popB,56,64,36,100,2.019,88
663,popB,55,65,80,100,2.02,88
664,popB,55,65,42,100,2.02,88
665,popB,54,66,59,100,2.02,88
666,popB,54,66,104,88,2.02,88
667,popB,54,66,119,100,2.02,88
668,popB,54,66,109,88,2.02,88
669,popB,54,66,24,100,2.02,88
670,popB,55,65,85,88,2.02,88
671,popB,55,65,17,88,2.02,88
672,popB,54,66,90,100,2.02,88
673,popB,55,65,76,88,2.02,88
674,popB,56,64,84,88,2.02,88
675,popB,57,63,69,88,2.019,88
676,popB,57,63,13,100,2.019,88
677,popB,56,64,66,100,2.02,88
678,popB,57,63,14,88,2.018,88
679,popB,57,63,15,100,2.018,88
680,popB,58,62,113,88,2.017,88
681,popB,59,61,2,88,2.017,88
682,popB,58,62,60,100,2.019,88
683,popB,58,62,65,100,2.019,88
684,popB,59,61,99,88,2.017,88
685,popB,59,61,2,88,2.017,88
686,popB,59,61,23,88,2.017,88
687,popB,60,60,70,88,2.133,88
688,popA,60,60,0,0,2.133,88
689,popB,59,61,106,100,2.134,88
690,popB,59,61,64,88,2.134,88
691,popB,59,61,65,100,2.134,88
692,popB,59,61,26,88,2.134,88
693,popB,59,61,117,88,2.134,88
694,popB,59,61,38,88,2.134,88
695,popB,58,62,81,100,2.135,88
696,popB,57,63,34,100,2.135,88
697,popB,58,62,111,88,2.135,88
698,popB,57,63,70,100,2.02,88
699,popB,57,63,57,100,2.02,88
700,popB,58,62,93,88,2.135,88
701,popB,58,62,35,100,2.135,88
702,popB,59,61,65,88,2.134,88
703,popB,58,62,40,100,2.135,88
704,popB,57,63,76,100,2.135,88
705,popB,56,64,69,100,2.137,88
706,popB,56,64,21,88,2.137,88
707,popB,55,65,14,100,2.135,88
708,popB,56,64,95,88,2.021,88
709,popB,57,63,69,88,2.021,88
710,popB,57,63,66,100,2.021,88
711,popB,56,64,99,100,2.021,88
712,popB,56,64,15,100,2.021,88
713,popB,57,63,67,88,2.021,88
714,popB,56,64,112,100,2.021,88
715,popB,57,63,18,88,2.021,88
716,popB,56,64,95,100,2.137,88
717,popB,56,64,116,100,2.137,88
718,popB,55,65,17,100,2.138,88
719,popB,54,66,63,100,2.139,88
720,popB,54,66,86,88,2.139,88
721,popB,53,67,9,100,2.14,88
722,popB,53,67,2,88,2.14,88
723,popB,52,68,8,100,2.137,88
724,popB,52,68,62,88,2.137,88
725,popB,52,68,33,100,2.137,88
726,popB,51,69,69,100,2.139,88
727,popB,51,69,43,100,2.139,88
728,popB,52,68,90,88,2.137,88
729,popB,53,67,15,88,2.14,88
730,popB,53,67,66,100,2.14,88
731,popB,53,67,69,100,2.14,88
732,popB,54,66,58,88,2.139,88
733,popB,54,66,4,88,2.139,88
734,popB,55,65,119,88,2.139,88
735,popB,54,66,53,100,2.14,88
736,popB,54,66,2,88,2.14,88
737,popB,54,66,25,100,2.14,88
738,popB,54,66,68,100,2.14,88
739,popB,54,66,10,88,2.14,88
740,popB,54,66,0,100,2.14,88
741,popB,53,67,114,100,2.14,88
742,popB,54,66,95,88,2.023,88
743,popB,54,66,70,100,2.023,88
744,popB,54,66,59,100,2.023,88
745,popB,55,65,20,88,2.022,88
746,popB,56,64,102,88,2.021,88
747,popB,56,64,82,100,2.021,88
748,popB,57,63,68,88,2.021,88
749,popB,57,63,61,88,2.021,88
750,popB,56,64,72,100,2.021,88
751,popB,56,64,24,100,2.021,88
752,popB,56,64,92,100,2.021,88
753,popB,55,65,98,100,2.022,88
754,popB,55,65,73,88,2.022,88
755,popB,55,65,119,88,2.022,88
756,popB,56,64,106,88,2.021,88
757,popB,56,64,37,88,2.021,88
758,popB,56,64,101,100,2.021,88
759,popB,57,63,16,88,2.021,88
760,popB,58,62,74,88,2.021,88
761,popB,58,62,114,100,2.021,88
762,popB,59,61,57,88,2.021,88
763,popB,58,62,86,100,2.163,88
764,popB,58,62,85,88,2.163,88
765,popB,58,62,98,100,2.163,88
766,popB,58,62,84,88,2.163,88
767,popB,58,62,103,100,2.163,88
768,popB,59,61,55,88,2.165,88
769,popB,59,61,98,100,2.165,88
770,popB,60,60,9,88,2.164,88
771,popB,60,60,105,88,2.164,88
772,popB,59,61,5,100,2.164,88
773,popB,60,60,66,88,2.022,88
774,popB,59,61,100,100,2.022,88
775,popB,59,61,43,100,2.022,88
776,popB,59,61,10,88,2.022,88
777,popB,60,60,83,88,2.072,88
778,popB,60,60,35,100,2.072,88
779,popB,60,60,41,100,2.072,88
780,popB,60,60,89,100,2.072,88
781,popA,60,60,0,0,2.072,88
782,popB,59,61,15,100,2.073,88
783,popB,60,60,17,88,2.072,88
784,popB,60,60,87,88,2.072,88
785,popB,59,61,91,100,2.073,88
786,popB,58,62,117,100,2.074,88
787,popB,57,63,20,100,2.075,88
788,popB,58,62,72,88,2.074,88
789,popB,58,62,43,100,2.074,88
790,popB,58,62,1,100,2.074,88
791,popB,58,62,94,100,2.074,88
792,popB,58,62,27,88,2.074,88
793,popB,57,63,75,100,2.074,88
794,popB,57,63,26,88,2.074,88
795,popB,57,63,14,100,2.074,88
796,popB,57,63,11,100,2.074,88
797,popB,57,63,21,88,2.074,88
798,popB,57,63,93,88,2.074,88
799,popB,57,63,33,100,2.074,88
800,popB,57,63,54,100,2.074,88
801,popB,57,63,30,88,2.074,88
802,popB,57,63,113,88,2.074,88
803,popB,56,64,57,100,2.075,88
804,popB,57,63,7,88,2.075,88
805,popB,56,64,55,100,2.075,88
806,popB,56,64,99,100,2.075,88
807,popB,57,63,1,88,2.075,88
808,popB,57,63,34,100,2.075,88
809,popB,57,63,108,100,2.075,88
810,popB,57,63,37,88,2.075,88
811,popB,56,64,85,100,2.075,88
812,popB,56,64,90,88,2.075,88
813,popB,56,64,2,88,2.075,88
814,popB,57,63,94,88,2.075,88
815,popB,56,64,61,100,2.075,88
816,popB,56,64,72,88,2.075,88
817,popB,55,65,96,100,2.024,88
818,popB,56,64,117,88,2.024,88
819,popB,56,64,106,88,2.024,88
820,popB,57,63,25,88,1.966,88
821,popB,56,64,74,100,1.967,88
822,popB,55,65,66,100,1.935,88
823,popB,55,65,44,100,1.935,88
824,popB,54,66,110,100,1.935,88
825,popB,54,66,39,88,1.935,88
826,popB,53,67,83,100,1.935,88
827,popB,53,67,69,100,1.935,88
828,popB,54,66,112,88,1.935,88
829,popB,54,66,84,88,1.935,88
830,popB,55,65,116,88,1.935,88
831,popB,54,66,4,100,1.935,88
832,popB,53,67,87,100,1.969,88
833,popB,54,66,48,88,2.166,88
834,popB,53,67,2,100,2.166,88
835,popA,53,67,0,0,2.166,88
836,popB,53,67,61,100,2.166,88
837,popB,53,67,26,88,2.166,88
838,popB,53,67,53,100,2.166,88
839,popB,53,67,93,88,2.166,88
840,popB,52,68,73,100,2.166,88
841,popB,52,68,93,88,2.166,88
842,popB,52,68,117,88,2.166,88
843,popB,52,68,34,100,2.166,88
844,popB,51,69,52,100,2.168,88
845,popB,51,69,106,88,2.168,88
